Jour;Catégorie client;Puissance moyenne journalière (W)
2017-03-18;PME / PMI;4796352197.0
2017-03-17;Professionnels;4886524440.0
2017-03-13;Professionnels;4989176659.0
2017-03-07;Résidentiels;22122550960.0
2017-03-06;Résidentiels;22479305878.0
2017-03-05;Résidentiels;24068328222.0
2017-03-02;Résidentiels;20870813376.0
2017-02-23;Professionnels;5816676458.0
2017-02-20;Résidentiels;21639367443.0
2017-02-16;Entreprises;14724879785.0
2017-02-13;Résidentiels;24049764587.0
2017-02-11;Résidentiels;28865652695.0
2017-02-10;Entreprises;15009209874.0
2017-02-09;PME / PMI;6882703651.0
2017-02-07;PME / PMI;6972122688.0
2017-02-07;Professionnels;6489165353.0
2017-02-05;Professionnels;5199245168.0
2017-02-02;Professionnels;6100952582.0
2017-01-27;Professionnels;7554053411.0
2017-01-26;Professionnels;8016370354.0
2017-01-24;Résidentiels;31160299761.0
2017-01-22;Résidentiels;34369029243.0
2017-01-20;Professionnels;8025537295.0
2017-01-19;Résidentiels;33985948780.0
2017-01-18;Professionnels;8035309731.0
2017-01-16;PME / PMI;7559822410.0
2017-01-14;Entreprises;11300168047.0
2017-01-14;Professionnels;6405402168.0
2017-01-09;PME / PMI;7261372704.0
2017-01-09;Professionnels;6695533734.0
2017-01-07;Professionnels;7069084504.0
2017-01-03;Résidentiels;29966955410.0
2017-01-03;Entreprises;15081903722.0
2017-01-02;PME / PMI;7177654480.0
2016-12-29;Résidentiels;28108502383.0
2016-12-28;Entreprises;11864667258.0
2016-12-26;Résidentiels;21667610985.0
2016-12-21;Résidentiels;27042758731.0
2016-12-21;Entreprises;14551960434.0
2016-12-21;PME / PMI;6597614178.0
2016-12-20;Professionnels;6923236144.0
2016-12-19;Résidentiels;27339097952.0
2016-12-19;PME / PMI;6828168383.0
2016-12-12;Résidentiels;24526145560.0
2016-12-11;Résidentiels;26086204343.0
2016-12-08;Entreprises;15346787770.0
2016-12-06;Professionnels;6561685747.0
2016-12-05;Résidentiels;25281809109.0
2016-12-04;Résidentiels;28358866765.0
2016-12-03;Résidentiels;27198203278.0
2016-12-03;PME / PMI;5574669125.0
2016-12-03;Professionnels;6012842117.0
2016-12-02;Résidentiels;26255439568.0
2016-12-01;Entreprises;15608266923.0
2016-11-30;Entreprises;15526813379.0
2016-11-24;Résidentiels;18450971032.0
2016-11-22;Professionnels;5626760759.0
2016-11-21;Professionnels;5242345559.0
2016-11-19;PME / PMI;4937522768.0
2016-11-16;Résidentiels;20009698856.0
2016-11-16;Entreprises;14839441219.0
2016-11-16;Professionnels;5679869099.0
2016-11-13;Résidentiels;22749269641.0
2016-11-13;Professionnels;4702604571.0
2016-11-12;Professionnels;5464732497.0
2016-11-11;Entreprises;11118067049.0
2016-11-06;PME / PMI;4101577852.0
2016-11-01;Résidentiels;17213454177.0
2016-10-29;Entreprises;10067433401.0
2016-10-27;PME / PMI;5288140083.0
2016-10-20;Entreprises;14460467480.0
2016-10-20;PME / PMI;5230571852.0
2016-10-19;Entreprises;14416726263.0
2016-10-17;Professionnels;4421654424.0
2016-10-15;Résidentiels;16638778384.0
2016-10-13;Résidentiels;17002733193.0
2016-10-06;PME / PMI;4899931322.0
2016-10-05;Résidentiels;12291086678.0
2016-10-04;Entreprises;14075735347.0
2016-09-29;Professionnels;4004570178.0
2016-09-27;Résidentiels;10934489347.0
2016-09-17;Résidentiels;11506574001.0
2016-09-17;PME / PMI;3693183934.0
2016-09-15;Résidentiels;10665218756.0
2016-09-12;PME / PMI;4822065788.0
2016-09-01;PME / PMI;5104184976.0
2016-08-31;Professionnels;3832578616.0
2016-08-30;Résidentiels;10568600610.0
2016-08-29;Entreprises;13575157109.0
2016-08-27;Résidentiels;11452768227.0
2016-08-25;Résidentiels;10819841491.0
2016-08-25;Entreprises;14433641784.0
2016-08-25;Professionnels;3899739695.0
2016-08-24;PME / PMI;4988231568.0
2016-08-23;Professionnels;3703777115.0
2016-08-22;Résidentiels;10537874845.0
2016-08-22;Professionnels;3455836708.0
2016-08-19;Résidentiels;10428357182.0
2016-08-19;PME / PMI;4774107136.0
2016-08-19;Professionnels;3729998562.0
2016-08-18;Résidentiels;10376956921.0
2016-08-15;Professionnels;2935225776.0
2016-08-12;Professionnels;3634803080.0
2016-08-03;Entreprises;12640693129.0
2016-08-02;Résidentiels;10572122848.0
2016-08-02;PME / PMI;4993537222.0
2016-07-31;PME / PMI;3697558236.0
2016-07-28;Professionnels;3803389155.0
2016-07-25;Professionnels;3562774979.0
2016-07-24;Entreprises;8987289859.0
2016-07-21;Professionnels;3898789936.0
2016-07-18;PME / PMI;4968724454.0
2016-07-17;Résidentiels;11129900345.0
2016-07-16;Entreprises;9972590705.0
2016-07-16;PME / PMI;4105120130.0
2016-07-15;PME / PMI;4289455368.0
2016-07-13;Professionnels;3794085819.0
2016-07-12;Résidentiels;10540019545.0
2016-07-11;Résidentiels;11062137688.0
2016-07-11;Professionnels;3692622390.0
2016-07-10;Professionnels;3075797858.0
2016-07-02;Résidentiels;11226292664.0
2016-06-29;Professionnels;3872495509.0
2016-06-28;Professionnels;3877057668.0
2016-06-26;Résidentiels;11534584068.0
2016-06-26;Entreprises;8663754225.0
2016-06-26;PME / PMI;3338128889.0
2016-06-21;Professionnels;3948082765.0
2016-06-20;Entreprises;13194745467.0
2016-06-19;PME / PMI;3376046666.0
2016-06-18;PME / PMI;3978954957.0
2016-06-18;Professionnels;3575497180.0
2016-06-17;Résidentiels;10865451773.0
2016-06-17;Professionnels;4029850103.0
2016-06-14;Résidentiels;10829831018.0
2016-06-10;PME / PMI;4663551216.0
2016-06-02;Professionnels;4326220668.0
2016-05-29;Entreprises;8312942363.0
2016-05-27;Professionnels;3869846870.0
2016-05-22;Résidentiels;13197264669.0
2016-05-14;Professionnels;3751757697.0
2016-05-11;PME / PMI;4757082599.0
2016-05-10;PME / PMI;4782468422.0
2016-05-08;PME / PMI;3161466021.0
2016-05-03;Professionnels;4436897667.0
2016-05-02;Entreprises;13080914431.0
2016-05-01;Entreprises;8231927419.0
2016-05-01;PME / PMI;3637077846.0
2016-04-29;Professionnels;4906657161.0
2016-04-23;Entreprises;9869747311.0
2016-04-18;PME / PMI;5161190047.0
2016-04-15;PME / PMI;4984829477.0
2016-04-13;Résidentiels;14978608663.0
2016-04-13;Professionnels;4541384166.0
2016-04-10;PME / PMI;3802995595.0
2016-04-04;Résidentiels;16334733469.0
2016-04-03;Résidentiels;18174533415.0
2016-04-02;PME / PMI;4802142646.0
2016-04-01;Professionnels;5514589403.0
2016-03-29;PME / PMI;6228294049.0
2016-03-24;PME / PMI;5980144162.0
2016-03-21;Entreprises;14066866191.0
2016-03-20;Résidentiels;23209868462.0
2016-03-20;Professionnels;4646844802.0
2016-03-19;Résidentiels;22601254949.0
2016-03-17;Entreprises;14993317161.0
2016-03-13;Entreprises;9408442471.0
2016-03-12;PME / PMI;5088843236.0
2016-03-12;Professionnels;5453399555.0
2016-03-09;Professionnels;6661761566.0
2016-03-08;Entreprises;15435802474.0
2016-03-07;PME / PMI;6674587477.0
2016-03-07;Professionnels;6304788238.0
2016-03-06;Résidentiels;26193998990.0
2016-03-06;Entreprises;9627379671.0
2016-02-27;PME / PMI;5418779405.0
2016-02-25;Résidentiels;22930380480.0
2016-02-25;Professionnels;6204774270.0
2016-02-24;Résidentiels;22403388503.0
2016-02-24;PME / PMI;6178947369.0
2016-02-24;Professionnels;6103672336.0
2016-02-20;PME / PMI;5265351513.0
2016-02-17;Professionnels;6987433859.0
2016-02-16;PME / PMI;6770954647.0
2016-02-13;PME / PMI;5197030168.0
2016-02-11;Résidentiels;24118394539.0
2016-02-08;Professionnels;5914920863.0
2016-02-03;Résidentiels;21488378658.0
2016-01-30;Résidentiels;23433533654.0
2016-01-26;Entreprises;15261618451.0
2016-01-25;Résidentiels;22484250003.0
2016-01-24;Entreprises;9822384499.0
2016-01-21;Entreprises;15980612606.0
2016-01-21;Professionnels;7190667879.0
2016-01-19;Entreprises;15705575036.0
2016-01-17;Entreprises;10351899196.0
2016-01-15;Professionnels;6922426422.0
2016-01-11;Résidentiels;22975393500.0
2016-01-09;Résidentiels;23112785732.0
2016-01-07;Entreprises;15026946405.0
2016-01-05;Entreprises;14918692605.0
2016-01-04;Résidentiels;23036115742.0
2016-01-02;Résidentiels;22575686820.0
2016-01-02;Professionnels;5154028493.0
2015-12-31;Entreprises;10394785660.0
2015-12-27;Résidentiels;20731769303.0
2015-12-27;Entreprises;8410714943.0
2015-12-27;PME / PMI;4169041032.0
2015-12-26;Résidentiels;19696595996.0
2015-12-24;Entreprises;10643403638.0
2015-12-23;Résidentiels;19401070583.0
2015-12-19;Résidentiels;19660360863.0
2015-12-19;Entreprises;10300121738.0
2015-12-19;Professionnels;4757694403.0
2015-12-18;PME / PMI;5484514466.0
2015-12-12;Résidentiels;22914724798.0
2015-12-11;Entreprises;15000391909.0
2015-12-10;Résidentiels;23175630308.0
2015-12-05;Entreprises;10988312077.0
2015-12-03;Résidentiels;21352964041.0
2015-12-01;Entreprises;15180811870.0
2015-11-30;Professionnels;5676952232.0
2015-11-29;Entreprises;9783033435.0
2015-11-26;Résidentiels;22090297629.0
2015-11-25;PME / PMI;6165096878.0
2015-11-24;Résidentiels;24584348891.0
2015-11-22;PME / PMI;4120843335.0
2020-11-13;PME / PMI;4700314462.0
2020-11-12;PME / PMI;4965522839.0
2020-11-10;Professionnels;4424236899.0
2020-11-08;PME / PMI;3257321299.0
2020-11-05;Entreprises;13859618154.0
2020-11-03;PME / PMI;4600711973.0
2020-11-02;Résidentiels;14664132855.0
2020-10-29;Résidentiels;16500834917.0
2020-10-28;Résidentiels;17404245812.0
2020-10-28;Professionnels;4849245205.0
2020-10-27;PME / PMI;5316068871.0
2020-10-21;Résidentiels;15032971147.0
2020-10-19;Professionnels;4907783867.0
2020-10-16;Entreprises;13620424173.0
2020-10-15;Professionnels;5221033919.0
2020-10-13;Résidentiels;16944261195.0
2020-10-12;Entreprises;13218464681.0
2020-10-10;Professionnels;4294537955.0
2020-10-08;Professionnels;4561517378.0
2020-10-07;Résidentiels;15124721144.0
2020-10-07;Entreprises;13846608658.0
2020-10-07;Professionnels;4605027896.0
2020-10-03;Résidentiels;16140816512.0
2020-10-03;PME / PMI;4078686581.0
2020-10-02;Résidentiels;14462212430.0
2020-10-02;PME / PMI;5059809984.0
2020-10-01;Résidentiels;13314344075.0
2020-09-28;Résidentiels;14760999083.0
2020-09-27;Résidentiels;15969305169.0
2020-09-23;Résidentiels;10895218846.0
2020-09-21;Professionnels;3834982626.0
2020-09-20;Résidentiels;12292317639.0
2020-09-17;Professionnels;4504159357.0
2020-09-16;Résidentiels;12120876430.0
2020-09-15;Entreprises;14474410955.0
2020-09-15;Professionnels;4498095675.0
2020-09-12;PME / PMI;4424690412.0
2020-09-10;PME / PMI;5438151683.0
2020-09-06;PME / PMI;3671275235.0
2020-09-04;Entreprises;13466666300.0
2020-09-04;PME / PMI;5100840809.0
2020-09-04;Professionnels;4316345034.0
2020-09-03;Professionnels;4231223209.0
2020-09-01;PME / PMI;5311083367.0
2020-08-28;Professionnels;3908809302.0
2020-08-26;PME / PMI;4971820491.0
2020-08-25;Entreprises;13366770877.0
2020-08-22;Résidentiels;12258511669.0
2020-08-18;Professionnels;3847818254.0
2020-08-17;Professionnels;3613486890.0
2020-08-10;PME / PMI;5103969899.0
2020-08-09;Entreprises;8883831756.0
2020-08-07;Résidentiels;12391833116.0
2020-08-07;PME / PMI;5302045360.0
2020-08-03;PME / PMI;5086106749.0
2020-08-01;PME / PMI;4501490513.0
2020-07-30;PME / PMI;5183173938.0
2020-07-25;Professionnels;3780763389.0
2020-07-24;Professionnels;4103245122.0
2020-07-23;Entreprises;14098009106.0
2020-07-22;PME / PMI;5253731389.0
2020-07-21;PME / PMI;5228404764.0
2020-07-20;Résidentiels;11682849201.0
2020-07-17;PME / PMI;5024598010.0
2020-07-16;Professionnels;3820953171.0
2020-07-15;Professionnels;3771758162.0
2020-07-12;PME / PMI;3667784038.0
2020-07-08;Professionnels;3928888401.0
2020-07-07;Professionnels;3858908570.0
2020-07-05;Résidentiels;12363261477.0
2020-06-30;PME / PMI;4691349503.0
2020-06-28;Entreprises;8434878378.0
2020-06-27;PME / PMI;3736102856.0
2020-06-27;Professionnels;3566902674.0
2020-06-26;PME / PMI;4599015302.0
2020-06-20;PME / PMI;3644341839.0
2020-06-19;Résidentiels;11144444484.0
2020-06-18;Résidentiels;11089649995.0
2020-06-16;Résidentiels;11011002276.0
2020-06-15;PME / PMI;4267354153.0
2020-06-14;PME / PMI;2965751097.0
2020-06-11;Résidentiels;11745607653.0
2020-06-11;Entreprises;12654229695.0
2020-06-11;PME / PMI;4336985413.0
2020-06-08;Professionnels;3459679691.0
2020-06-07;PME / PMI;2825120155.0
2020-06-06;Entreprises;8833605652.0
2020-06-06;PME / PMI;3311575322.0
2020-06-05;Entreprises;12101025757.0
2020-06-02;Entreprises;12557264592.0
2020-06-01;PME / PMI;3073737794.0
2020-05-31;Entreprises;7787578811.0
2020-05-28;Résidentiels;11086788802.0
2020-05-28;Professionnels;3452433919.0
2020-05-25;Entreprises;11422780706.0
2020-05-22;Résidentiels;11887005659.0
2020-05-21;PME / PMI;2728601630.0
2020-05-18;PME / PMI;3868900667.0
2020-05-18;Professionnels;3384036622.0
2020-05-17;PME / PMI;2773995865.0
2020-05-14;Professionnels;3863290686.0
2020-05-12;PME / PMI;4116039441.0
2020-05-11;Professionnels;3593531369.0
2020-05-10;PME / PMI;2605049644.0
2020-05-09;Entreprises;8148793660.0
2020-05-08;Entreprises;8905298248.0
2020-05-06;Entreprises;11532970506.0
2020-05-05;Résidentiels;12765784210.0
2020-05-02;Entreprises;7866094354.0
2020-05-01;Résidentiels;15022926684.0
2020-05-01;Entreprises;8030979731.0
2020-04-30;Résidentiels;14000128432.0
2020-04-30;Entreprises;10927722710.0
2020-04-28;Professionnels;3236465355.0
2020-04-27;Résidentiels;12944155636.0
2020-04-25;Professionnels;3050775562.0
2020-04-23;Résidentiels;13003921401.0
2020-04-19;Entreprises;7395147070.0
2020-04-16;Professionnels;3316847520.0
2020-04-14;Entreprises;10460252996.0
2020-04-13;Résidentiels;13928386926.0
2020-04-13;Entreprises;7993726531.0
2020-04-13;PME / PMI;2497255575.0
2020-04-11;Professionnels;3186566454.0
2020-04-09;Entreprises;10783925746.0
2020-04-08;Résidentiels;14213763155.0
2020-04-03;Professionnels;3987520756.0
2020-03-31;PME / PMI;4706471305.0
2020-03-30;Résidentiels;23727196761.0
2020-03-30;Professionnels;4275787387.0
2020-03-29;Résidentiels;22273099081.0
2020-03-20;Professionnels;3578803559.0
2020-03-19;Entreprises;11219523482.0
2020-03-18;PME / PMI;4462174418.0
2020-03-17;Entreprises;12643750709.0
2020-03-17;Professionnels;4143246685.0
2020-03-12;Entreprises;14131809444.0
2020-03-11;PME / PMI;5244482673.0
2020-03-09;PME / PMI;5738354414.0
2020-03-08;PME / PMI;4255577238.0
2020-03-06;Entreprises;14096439029.0
2020-03-05;Entreprises;14505747866.0
2020-03-04;Professionnels;6049593942.0
2020-03-03;Résidentiels;24088763683.0
2020-02-26;Professionnels;5839370007.0
2020-02-25;Entreprises;14407363590.0
2020-02-23;Entreprises;9211290458.0
2020-02-21;PME / PMI;6109676188.0
2020-02-20;Résidentiels;21558712205.0
2020-02-19;PME / PMI;6140740416.0
2020-02-18;Professionnels;5669702125.0
2020-02-17;Entreprises;13758643473.0
2020-02-14;Entreprises;14054511571.0
2020-02-13;Entreprises;14841134875.0
2020-02-10;PME / PMI;6101534404.0
2020-02-08;Entreprises;10535326122.0
2020-02-07;PME / PMI;6587476659.0
2020-01-29;PME / PMI;6723521596.0
2020-01-26;PME / PMI;4749601463.0
2020-01-25;PME / PMI;5621791618.0
2020-01-24;Résidentiels;27258491601.0
2020-01-23;Professionnels;6842717792.0
2020-01-19;Résidentiels;28226136139.0
2020-01-18;PME / PMI;5426709707.0
2020-01-18;Professionnels;5751954460.0
2020-01-16;Entreprises;14674515954.0
2020-01-16;PME / PMI;6393860653.0
2020-01-11;Entreprises;10604365137.0
2020-01-10;PME / PMI;6263415568.0
2020-01-09;Résidentiels;21542981806.0
2020-01-08;Résidentiels;22473123834.0
2020-01-07;Résidentiels;24378720146.0
2020-01-07;Entreprises;14707944160.0
2020-01-05;Résidentiels;26684647151.0
2019-12-25;Résidentiels;21200121324.0
2019-12-25;PME / PMI;4310309035.0
2019-12-24;Professionnels;5114862613.0
2019-12-21;Entreprises;9848131143.0
2019-12-20;Professionnels;5714387966.0
2019-12-15;Résidentiels;23319440180.0
2019-12-13;Résidentiels;24359226358.0
2019-12-11;Professionnels;6484088612.0
2019-12-09;Professionnels;6029346123.0
2019-12-06;Résidentiels;26640385566.0
2019-12-03;Professionnels;6720463261.0
2019-12-02;Entreprises;14534403037.0
2019-11-30;Résidentiels;23206915452.0
2019-11-26;Entreprises;14603300801.0
2019-11-24;PME / PMI;4421143704.0
2019-11-21;Résidentiels;24618598692.0
2019-11-21;PME / PMI;6962187171.0
2019-11-19;Résidentiels;24579589503.0
2019-11-16;Professionnels;5742693972.0
2019-11-15;Professionnels;6334633398.0
2019-11-13;Résidentiels;22671528250.0
2019-11-09;PME / PMI;5038813095.0
2019-11-08;Résidentiels;20450263778.0
2019-11-08;Professionnels;5591728031.0
2019-11-07;Professionnels;5302707890.0
2019-11-02;Professionnels;4157898576.0
2019-11-01;PME / PMI;3755885698.0
2019-10-30;Professionnels;4814869577.0
2019-10-28;Entreprises;13146936307.0
2019-10-26;Résidentiels;14266160814.0
2019-10-26;Professionnels;4085095766.0
2019-10-24;Entreprises;13926235155.0
2019-10-23;Résidentiels;14804915864.0
2019-10-19;Résidentiels;14115721452.0
2019-10-17;PME / PMI;5104037802.0
2019-10-15;PME / PMI;4991285234.0
2019-10-13;Professionnels;3426821610.0
2019-10-12;PME / PMI;3888358105.0
2019-10-11;Entreprises;13510951605.0
2019-10-10;Entreprises;14045804437.0
2019-10-07;Professionnels;4119955663.0
2019-10-05;Résidentiels;13045629607.0
2019-10-05;Entreprises;9775212763.0
2019-10-03;Entreprises;13971547962.0
2019-10-03;Professionnels;4186985049.0
2019-10-02;Résidentiels;11264698947.0
2019-10-02;PME / PMI;4887199328.0
2019-09-30;Résidentiels;11120871311.0
2019-09-29;Résidentiels;12216525115.0
2019-09-27;Professionnels;4010341113.0
2019-09-21;Résidentiels;11260567696.0
2019-09-19;Résidentiels;10439978755.0
2019-09-14;Entreprises;10106814247.0
2019-09-12;Professionnels;3939646421.0
2019-09-11;Résidentiels;10846803011.0
2019-08-26;Entreprises;13169802482.0
2019-08-24;Résidentiels;10964875771.0
2019-08-23;Résidentiels;10314000034.0
2019-08-23;Entreprises;12426246604.0
2019-08-20;Résidentiels;10122976397.0
2019-08-19;Professionnels;3355542004.0
2019-08-17;Résidentiels;10627654837.0
2019-08-16;Résidentiels;10615749202.0
2019-08-16;PME / PMI;4111498269.0
2019-08-13;Résidentiels;9803738679.0
2019-08-06;PME / PMI;4971706648.0
2019-08-04;PME / PMI;3697471737.0
2019-08-04;Professionnels;3209443360.0
2019-07-31;Entreprises;13114988506.0
2019-07-25;PME / PMI;5315014736.0
2019-07-23;Professionnels;4317152926.0
2019-07-22;PME / PMI;5147028748.0
2019-07-21;Résidentiels;11519511935.0
2019-07-18;PME / PMI;5231056498.0
2019-07-16;Professionnels;3856225621.0
2019-07-11;PME / PMI;5262701622.0
2019-07-11;Professionnels;3963359280.0
2019-07-08;Résidentiels;11051727685.0
2019-07-02;Entreprises;14944595478.0
2019-07-02;Professionnels;3946352458.0
2019-07-01;Professionnels;3835510408.0
2019-06-30;Entreprises;9702132528.0
2019-06-29;Résidentiels;12474245495.0
2019-06-28;Entreprises;14891864184.0
2019-06-27;Résidentiels;11708214535.0
2019-06-27;PME / PMI;5398992536.0
2019-06-26;PME / PMI;5339891115.0
2019-06-23;Résidentiels;11331367657.0
2019-06-20;PME / PMI;5101778351.0
2019-06-19;Résidentiels;10338148825.0
2019-06-14;Professionnels;3813712616.0
2019-06-11;PME / PMI;4935125915.0
2019-06-05;Résidentiels;10729268697.0
2019-06-03;Résidentiels;10718807244.0
2019-06-03;PME / PMI;4668391728.0
2019-06-01;Entreprises;9734496815.0
2019-05-27;PME / PMI;4690924696.0
2019-05-26;Résidentiels;12253629966.0
2019-05-26;Professionnels;3138160425.0
2019-05-21;PME / PMI;4993328709.0
2019-05-20;PME / PMI;4870391155.0
2019-05-18;PME / PMI;3982853687.0
2019-05-17;Résidentiels;12838762274.0
2019-05-16;Entreprises;13749801422.0
2019-05-14;Résidentiels;12854101383.0
2019-05-14;Entreprises;13772704505.0
2019-05-12;Résidentiels;15375390741.0
2019-05-08;Entreprises;10717248972.0
2019-05-06;PME / PMI;5416619268.0
2019-05-01;Résidentiels;14248510710.0
2019-05-01;PME / PMI;3406197459.0
2019-04-29;Entreprises;13006022240.0
2019-04-29;Professionnels;4303887901.0
2019-04-20;Résidentiels;12815597751.0
2019-04-20;PME / PMI;3921861582.0
2019-04-17;Entreprises;13988672319.0
2019-04-17;PME / PMI;5272877976.0
2019-04-13;Professionnels;4609770133.0
2019-04-12;Professionnels;4943656650.0
2019-04-11;Résidentiels;17463210758.0
2019-04-05;Entreprises;13952931356.0
2019-04-05;Professionnels;5331261835.0
2019-03-29;Résidentiels;16639824702.0
2019-03-28;Résidentiels;17541641822.0
2019-03-26;Professionnels;5163306123.0
2019-03-23;Résidentiels;17864125689.0
2019-03-21;Entreprises;14494130990.0
2019-03-19;PME / PMI;6056315527.0
2019-03-16;Résidentiels;19266046845.0
2019-03-16;Professionnels;4741983077.0
2019-03-15;Résidentiels;20144523858.0
2019-03-14;Entreprises;14877295242.0
2019-03-13;Entreprises;14763029612.0
2019-03-11;Entreprises;13965973694.0
2019-03-10;Entreprises;9044744759.0
2019-03-06;Résidentiels;19982044958.0
2019-02-28;Résidentiels;18118642772.0
2019-02-28;Entreprises;14303191075.0
2019-02-26;PME / PMI;5865274355.0
2019-02-25;Résidentiels;19931021765.0
2019-02-24;Professionnels;4443796682.0
2019-02-21;Résidentiels;21209061613.0
2019-02-20;PME / PMI;6191024091.0
2019-02-16;Entreprises;10555241980.0
2019-02-15;Professionnels;5936492754.0
2019-02-14;Entreprises;15047156148.0
2019-02-12;Entreprises;15240179730.0
2019-02-11;PME / PMI;6652381468.0
2019-02-08;Entreprises;14616061146.0
2019-02-07;Professionnels;6331058546.0
2019-01-31;PME / PMI;7528889601.0
2019-01-31;Professionnels;6973414842.0
2019-01-29;Entreprises;15685453738.0
2019-01-28;PME / PMI;7257091039.0
2019-01-27;Entreprises;9834184624.0
2019-01-26;Résidentiels;27506086786.0
2019-01-25;Entreprises;15186381601.0
2019-01-23;Résidentiels;29454506348.0
2019-01-18;PME / PMI;7045718386.0
2019-01-17;Professionnels;6434223412.0
2019-01-14;Professionnels;6033040115.0
2019-01-13;Résidentiels;26379113257.0
2019-01-12;Résidentiels;27940348581.0
2019-01-11;Entreprises;15057651294.0
2019-01-06;PME / PMI;5109740704.0
2019-01-04;Professionnels;6777325374.0
2019-01-02;Entreprises;12351433634.0
2018-12-31;Résidentiels;25353964743.0
2018-12-30;Entreprises;8858090819.0
2018-12-27;PME / PMI;6926334650.0
2018-12-24;Résidentiels;20510632194.0
2018-12-18;Entreprises;15075565614.0
2018-12-15;Résidentiels;30672805210.0
2018-12-14;Professionnels;6992350844.0
2018-12-12;PME / PMI;6757807347.0
2018-12-10;PME / PMI;6251395337.0
2018-12-01;Professionnels;5316490697.0
2018-11-27;Entreprises;15180039647.0
2018-11-26;Professionnels;5962058833.0
2018-11-24;Professionnels;5435695674.0
2018-11-23;PME / PMI;6575726668.0
2018-11-22;PME / PMI;6948556569.0
2018-11-20;PME / PMI;6969021361.0
2018-11-14;Professionnels;5054017690.0
2018-11-13;Entreprises;14343050299.0
2018-11-12;Professionnels;4817929586.0
2018-11-11;Résidentiels;18263328109.0
2018-11-11;Entreprises;8769624067.0
2018-11-09;Résidentiels;17849745458.0
2018-11-05;Entreprises;13512110068.0
2018-11-01;PME / PMI;4038733769.0
2018-10-29;Entreprises;13840836703.0
2018-10-28;Résidentiels;21143081738.0
2018-10-22;Entreprises;13187082191.0
2018-10-19;Résidentiels;11596150175.0
2018-10-19;Professionnels;4254891328.0
2018-10-17;Professionnels;4087423095.0
2018-10-16;Professionnels;4099827604.0
2018-10-11;Entreprises;14236479123.0
2018-10-11;PME / PMI;5047582379.0
2018-10-06;PME / PMI;3889378149.0
2018-10-04;Entreprises;14221665380.0
2018-09-25;Professionnels;3981874604.0
2018-09-24;Résidentiels;10976207119.0
2018-09-23;PME / PMI;3314306232.0
2018-09-22;Entreprises;10027868659.0
2018-09-17;PME / PMI;4818433999.0
2018-09-16;Professionnels;3192564021.0
2018-09-13;Entreprises;14459433729.0
2018-09-09;Entreprises;8798987406.0
2018-09-09;Professionnels;3174455512.0
2018-09-08;Résidentiels;10865407061.0
2018-09-08;Entreprises;9955684942.0
2018-09-08;Professionnels;3601917715.0
2018-09-07;Entreprises;13680258299.0
2018-09-02;Entreprises;8651919738.0
2018-09-02;PME / PMI;3457427380.0
2018-08-31;PME / PMI;4737488643.0
2018-08-27;Professionnels;3555079254.0
2018-08-26;Résidentiels;10902004975.0
2018-08-26;PME / PMI;3509376565.0
2018-08-24;Résidentiels;10320652443.0
2018-08-23;Résidentiels;10495415107.0
2018-08-22;Résidentiels;10589589251.0
2018-08-22;Entreprises;13438661964.0
2018-08-21;Résidentiels;10438998132.0
2018-08-20;Résidentiels;10511328076.0
2018-08-15;Résidentiels;10241172370.0
2018-08-13;Résidentiels;9999059664.0
2018-08-10;Entreprises;11405011583.0
2018-08-08;Entreprises;12394221047.0
2018-08-06;Entreprises;12279129862.0
2018-08-04;Entreprises;10270414426.0
2018-08-04;Professionnels;3913685072.0
2018-07-28;Résidentiels;10903235453.0
2018-07-28;Entreprises;10358760365.0
2018-07-25;PME / PMI;5451155045.0
2018-07-22;Professionnels;3176427677.0
2018-07-21;Résidentiels;10448485854.0
2018-07-21;PME / PMI;4361051400.0
2018-07-20;Résidentiels;10281957038.0
2018-07-18;Résidentiels;10156230381.0
2018-07-15;Résidentiels;11100237309.0
2018-07-11;Entreprises;14764205067.0
2018-07-10;Résidentiels;10208006947.0
2018-07-09;Professionnels;3799295224.0
2018-07-08;PME / PMI;3730949877.0
2018-07-03;Professionnels;4084412692.0
2018-07-02;Entreprises;14237997492.0
2018-07-01;Résidentiels;11619954462.0
2018-06-27;PME / PMI;5148922007.0
2018-06-26;Professionnels;3817120061.0
2018-06-25;Entreprises;13492117083.0
2018-06-24;PME / PMI;3440292077.0
2018-06-21;Entreprises;14549444702.0
2018-06-20;Résidentiels;10720745726.0
2018-06-19;Professionnels;3782941606.0
2018-06-16;Professionnels;3319425931.0
2018-06-15;Entreprises;13656878610.0
2018-06-14;Résidentiels;10431719333.0
2018-06-14;PME / PMI;4874667534.0
2018-06-13;PME / PMI;4759855811.0
2018-06-11;Professionnels;3499275052.0
2018-06-10;Résidentiels;11701636945.0
2018-06-10;Entreprises;8785399249.0
2018-06-08;Professionnels;3778065809.0
2018-06-05;Professionnels;3688850716.0
2018-06-03;Résidentiels;11734254340.0
2018-06-03;Entreprises;8695992264.0
2018-06-01;Professionnels;3783338010.0
2018-05-30;Professionnels;3655858410.0
2018-05-29;Entreprises;14114879373.0
2018-05-27;Entreprises;8685529967.0
2018-05-26;PME / PMI;3663753157.0
2018-05-25;Entreprises;13703046644.0
2018-05-22;Professionnels;3743938067.0
2018-05-18;Entreprises;13403504626.0
2018-05-17;PME / PMI;4932476601.0
2018-05-14;Professionnels;4146799314.0
